#TYPE Selected.Microsoft.ActiveDirectory.Management.ADPrincipal
"distinguishedName","name","objectClass","objectGUID","SamAccountName","SID","PropertyNames","PropertyCount"
"CN=RG-Excelsior_Parametric_Filling_Lead,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Parametric_Filling_Lead","group","a38b3628-f438-43b1-9347-32df936dc619","RG-Excelsior_Parametric_Filling_Lead","S-1-5-21-414468895-1955670742-9522986-102483","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Raw_Mat_Mgmt,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Raw_Mat_Mgmt","group","ab204e5c-bb26-40de-b891-7f326637947e","RG-Excelsior_Raw_Mat_Mgmt","S-1-5-21-414468895-1955670742-9522986-126090","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Planner,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Planner","group","e36f534b-14ae-4068-90d1-9d5057d82b5a","RG-Excelsior_Production_Planner","S-1-5-21-414468895-1955670742-9522986-126083","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Manager","group","13e59f44-9b93-4981-a99e-4d241bf42b9f","RG-Excelsior_Production_Manager","S-1-5-21-414468895-1955670742-9522986-126082","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Control,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Control","group","208f55fc-c678-4247-97a0-795d18471156","RG-Excelsior_Production_Control","S-1-5-21-414468895-1955670742-9522986-126079","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Filling_Supervisor,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Filling_Supervisor","group","d5a79a26-aa15-4778-a4a5-50a2e6e92f44","RG-Excelsior_Filling_Supervisor","S-1-5-21-414468895-1955670742-9522986-126070","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Filling_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Filling_Manager","group","bbbbf4e3-0f3b-4f54-8949-2643a4c9614a","RG-Excelsior_Filling_Manager","S-1-5-21-414468895-1955670742-9522986-126069","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Filling_Lead,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Filling_Lead","group","6c412811-5eda-436e-bf3a-fda2f1ae4114","RG-Excelsior_Filling_Lead","S-1-5-21-414468895-1955670742-9522986-126068","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_AQL_Inspector,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_AQL_Inspector","group","8db4c7fc-d3c8-4bef-90f5-25e96aef2d7e","RG-Excelsior_AQL_Inspector","S-1-5-21-414468895-1955670742-9522986-126059","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Exec","group","770d61ca-1898-4ccd-b03f-0033d548abb3","RG-Excelsior_Quality_Exec","S-1-5-21-414468895-1955670742-9522986-126088","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Production_Control,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Production_Control","group","cfe46c39-6255-4ad4-8423-1565e82b131c","RU_EXC_Production_Control","S-1-5-21-1423321487-3235797415-1610782679-8461","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_AQL_Inspector,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_AQL_Inspector","group","f9e29fee-f1d6-4c58-968c-7771bab59d3c","RU_EXC_AQL_Inspector","S-1-5-21-1423321487-3235797415-1610782679-7252","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Production_Planner,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Production_Planner","group","a1c5548c-52ae-4dad-8024-afd16ff4c342","RU_EXC_Production_Planner","S-1-5-21-1423321487-3235797415-1610782679-7247","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Exec","group","9fc46669-e209-46e6-bc62-26e470fa8ef0","RU_EXC_Quality_Exec","S-1-5-21-1423321487-3235797415-1610782679-7241","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Filling_Lead,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Filling_Lead","group","c224f0cb-8ac5-4c00-b679-9b593c03870d","RU_EXC_Filling_Lead","S-1-5-21-1423321487-3235797415-1610782679-7233","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Filling_Supervisor,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Filling_Supervisor","group","2788ca41-1522-4b63-83aa-afb8d419b21a","RU_EXC_Filling_Supervisor","S-1-5-21-1423321487-3235797415-1610782679-7232","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Filling_Manager,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Filling_Manager","group","6dbe9940-eebb-4135-bffb-e5b9a260769d","RU_EXC_Filling_Manager","S-1-5-21-1423321487-3235797415-1610782679-7231","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Raw_Mat_Mgmt,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Raw_Mat_Mgmt","group","b87e7340-17ca-4d19-91af-0c1a2f55bd87","RU_EXC_Raw_Mat_Mgmt","S-1-5-21-1423321487-3235797415-1610782679-7222","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_HR,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_HR","group","f5060e6d-217e-4c2b-b00e-8be3ad9988d8","RG-Excelsior_HR","S-1-5-21-414468895-1955670742-9522986-126071","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accounting_Exec","group","258be3b0-f82a-400a-88a6-015ea863c6e5","RG-Excelsior_Accounting_Exec","S-1-5-21-414468895-1955670742-9522986-126057","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_HR,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_HR","group","3bdef3b5-61d0-40c9-8ca7-653c71c2ba5e","RU_EXC_HR","S-1-5-21-1423321487-3235797415-1610782679-7243","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accounting_Exec","group","c426d3da-9545-4a78-908e-3fa26e1c7404","RU_EXC_Accounting_Exec","S-1-5-21-1423321487-3235797415-1610782679-7214","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_IT_Admin,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_IT_Admin","group","5f8e3a7c-5d63-4a74-9401-26498015a0f9","RG-Excelsior_IT_Admin","S-1-5-21-414468895-1955670742-9522986-126073","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Manager","group","13e59f44-9b93-4981-a99e-4d241bf42b9f","RG-Excelsior_Production_Manager","S-1-5-21-414468895-1955670742-9522986-126082","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Coordinator,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Coordinator","group","0f166631-6725-4f6c-8877-231226b0b957","RG-Excelsior_Production_Coordinator","S-1-5-21-414468895-1955670742-9522986-126080","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Specialist,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Specialist","group","89723b35-6326-45fb-8c9f-8905c90a5340","RG-Excelsior_Quality_Specialist","S-1-5-21-414468895-1955670742-9522986-126089","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Exec","group","770d61ca-1898-4ccd-b03f-0033d548abb3","RG-Excelsior_Quality_Exec","S-1-5-21-414468895-1955670742-9522986-126088","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Admin_Assistant,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Admin_Assistant","group","1d7aef41-8caf-40e8-ae16-d57d467f33c7","RG-Excelsior_Admin_Assistant","S-1-5-21-414468895-1955670742-9522986-126058","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Admin_Assistant,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Admin_Assistant","group","3b39273f-cc3f-4acf-9291-a6687fdee8c7","RU_EXC_Admin_Assistant","S-1-5-21-1423321487-3235797415-1610782679-7334","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Production_Manager,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Production_Manager","group","558cbddf-64eb-474f-a795-c6488272492a","RU_EXC_Production_Manager","S-1-5-21-1423321487-3235797415-1610782679-7331","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Specialist,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Specialist","group","f7b124b2-b11a-4008-8ed6-2dfdd43fe567","RU_EXC_Quality_Specialist","S-1-5-21-1423321487-3235797415-1610782679-7251","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Exec","group","9fc46669-e209-46e6-bc62-26e470fa8ef0","RU_EXC_Quality_Exec","S-1-5-21-1423321487-3235797415-1610782679-7241","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Production_Coordinator,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Production_Coordinator","group","f641f102-be90-4fe8-b1ec-05635e399a51","RU_EXC_Production_Coordinator","S-1-5-21-1423321487-3235797415-1610782679-7237","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Engineer","group","9110df80-af53-45d3-8ecd-f8401d1f7f7d","RG-Excelsior_Quality_Engineer","S-1-5-21-414468895-1955670742-9522986-126087","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accounting_Exec","group","258be3b0-f82a-400a-88a6-015ea863c6e5","RG-Excelsior_Accounting_Exec","S-1-5-21-414468895-1955670742-9522986-126057","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Engineer","group","52ddc1c7-1eac-49d8-9546-1193b2e0bbf3","RU_EXC_Quality_Engineer","S-1-5-21-1423321487-3235797415-1610782679-7250","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accounting_Exec","group","c426d3da-9545-4a78-908e-3fa26e1c7404","RU_EXC_Accounting_Exec","S-1-5-21-1423321487-3235797415-1610782679-7214","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Lead_Trainer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Lead_Trainer","group","2c09855d-d479-4716-8f6e-291a197d9059","RG-Excelsior_Production_Lead_Trainer","S-1-5-21-414468895-1955670742-9522986-106207","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Raw_Mat_Mgmt,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Raw_Mat_Mgmt","group","ab204e5c-bb26-40de-b891-7f326637947e","RG-Excelsior_Raw_Mat_Mgmt","S-1-5-21-414468895-1955670742-9522986-126090","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Marketing_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Marketing_Manager","group","23d28e14-c816-4331-b165-cc8286dbc2d6","RG-Excelsior_Marketing_Manager","S-1-5-21-414468895-1955670742-9522986-126076","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Engineer","group","75c0b04e-26d1-4701-98f9-3635c48634d4","RG-Excelsior_Engineer","S-1-5-21-414468895-1955670742-9522986-126066","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Engineer","group","9110df80-af53-45d3-8ecd-f8401d1f7f7d","RG-Excelsior_Quality_Engineer","S-1-5-21-414468895-1955670742-9522986-126087","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service_Manager","group","be829d95-3a84-41e6-b330-b75cd373c453","RG-Excelsior_Customer_Service_Manager","S-1-5-21-414468895-1955670742-9522986-126062","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Marketing_Manager,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Marketing_Manager","group","630c602d-a2e3-4520-87bf-4bc86ae9d7b6","RU_EXC_Marketing_Manager","S-1-5-21-1423321487-3235797415-1610782679-7354","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Customer_Service_Manager","group","030edb1d-dd94-4b5b-8250-7e8a7485b0a8","RU_EXC_Customer_Service_Manager","S-1-5-21-1423321487-3235797415-1610782679-8465","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Engineer","group","52ddc1c7-1eac-49d8-9546-1193b2e0bbf3","RU_EXC_Quality_Engineer","S-1-5-21-1423321487-3235797415-1610782679-7250","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Raw_Mat_Mgmt,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Raw_Mat_Mgmt","group","b87e7340-17ca-4d19-91af-0c1a2f55bd87","RU_EXC_Raw_Mat_Mgmt","S-1-5-21-1423321487-3235797415-1610782679-7222","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Engineer,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Engineer","group","757bc424-dc84-4d26-ae56-8c46abdf4654","RU_EXC_Engineer","S-1-5-21-1423321487-3235797415-1610782679-7220","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Facilities_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Facilities_Manager","group","fc85f9f2-f7ca-4f21-a498-6a67186736de","RG-Excelsior_Facilities_Manager","S-1-5-21-414468895-1955670742-9522986-131532","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Facilities_Assistant_manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Facilities_Assistant_manager","group","b1eac6ce-b7bd-4f7c-8c78-86302230b9ba","RG-Excelsior_Facilities_Assistant_manager","S-1-5-21-414468895-1955670742-9522986-131531","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Parametric_Filling_Lead,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Parametric_Filling_Lead","group","a38b3628-f438-43b1-9347-32df936dc619","RG-Excelsior_Parametric_Filling_Lead","S-1-5-21-414468895-1955670742-9522986-102483","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_IT_Executive,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_IT_Executive","group","e7bc8ae6-99d4-4ef4-8020-aad1bb068f6b","RG-Excelsior_IT_Executive","S-1-5-21-414468895-1955670742-9522986-126074","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_IT_Admin,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_IT_Admin","group","5f8e3a7c-5d63-4a74-9401-26498015a0f9","RG-Excelsior_IT_Admin","S-1-5-21-414468895-1955670742-9522986-126073","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_RnD_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_RnD_Exec","group","94181c7a-3f90-44d0-af31-307ddb2e5654","RG-Excelsior_RnD_Exec","S-1-5-21-414468895-1955670742-9522986-126093","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Raw_Mat_Mgmt,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Raw_Mat_Mgmt","group","ab204e5c-bb26-40de-b891-7f326637947e","RG-Excelsior_Raw_Mat_Mgmt","S-1-5-21-414468895-1955670742-9522986-126090","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Control,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Control","group","0ed78c20-4048-4261-8766-10bc6698d188","RG-Excelsior_Quality_Control","S-1-5-21-414468895-1955670742-9522986-126086","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Manager","group","13e59f44-9b93-4981-a99e-4d241bf42b9f","RG-Excelsior_Production_Manager","S-1-5-21-414468895-1955670742-9522986-126082","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Lead,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Lead","group","8e0a2c6a-9f84-4784-9509-4467e1b42a1b","RG-Excelsior_Production_Lead","S-1-5-21-414468895-1955670742-9522986-126081","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Coordinator,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Coordinator","group","0f166631-6725-4f6c-8877-231226b0b957","RG-Excelsior_Production_Coordinator","S-1-5-21-414468895-1955670742-9522986-126080","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Marketing_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Marketing_Manager","group","23d28e14-c816-4331-b165-cc8286dbc2d6","RG-Excelsior_Marketing_Manager","S-1-5-21-414468895-1955670742-9522986-126076","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
